DEÜ der
IN/DJRFn/DJON Intervention
GDAÜ/RI/REn/DE Karriereende
SAN/DJI/A/GO Santiago
FEÜ/HAIN/DRU+N Verhinderung
FNEÜ/MU+N Vernehmung
AN/SJAU+D anschaut
AUF/BFRn aufsperren
REIKS/DJN reichsten
BEÜ/SLAÜKn überschlagen
BRA/DJU+NS/SDEL/LE Beratungsstelle
GELD/BÄOSs Geldbörse
GD~OLn/DO/GDJID Kohlendioxid
FWI/RO/LO/G~I Virologie
WAL/DES Waldes
GE/BO/RENn geborenen
GRUND/EIN/GDOMn Grundeinkommen
BDE/DJRSn Petersen
RE/GNS/B~U/GEÜ Regensburger
BFRAÜKn befragen
FESD/SHMU/LEÜKn festzulegen
ME/DJA/LE mediale
FEÜ/F~ÜK/DJN verfügten
AP/SLAÜK Abschlag
SHJI+P Chip
EÜ/SWIN/GEN erzwingen
LAÜM lahm
AÜKn/DJN Agenten
BFÄOL/GDE/RU+NS/GRUPn Bevölkerungsgruppen
SJAs Chats
JIM/MÄI Jimmy
SDAÜs Starts
F~U+S/BAL/FANS Fußballfans
LAÜ Lahr
MA/GA/SHMI/NE Magazine
SJÄD/LIKʃ schädlich
LUD/WIKS/HAFn Ludwigshafen
SJUL/DN/BREMSs Schuldenbremse
SWÄÜM/DJE schwärmte
UM/GE/BRAKʃD umgebracht
ÄO/GDO/NO/MIʃ ökonomisch
AN/GDLA/GE/SRIFD Anklageschrift
E/NEÜ/G~I/FWEÜ/S~O/GU+N Energieversorgung
AÜNn ahnen
BF~Ü/W~O/DJN befürworten
EIN/GWEKʃ/SELD eingewechselt
GDNASD Knast
SLAÜK/AP/DJAUʃ Schlagabtausch
U/NI/ONS/FRAK/DJON Unionsfraktion
FEÜ/GDEÜS/MNIS/DJRI/UM Verkehrsministerium
EÜ/SL~I+Sn erschließen
FWEÜ/DJRAÜK/LIKʃ vertraglich
AL/GDO/HOL/FWEÜ/BO+D Alkoholverbot
SA/DJRE Satire
UL/DJRAS Ultras
FWEÜ/DJRAÜKS Vertrags
AN/GWAND angewandt
BRAN/DJN brannten
BDN/BFAN/DJEÜ entspannter
DJRI+ND trinkt
SHMU/SAMn/GDJRAÜKn zusammengetragen
ME/SJA/NIS/MN Mechanismen
DJP TB
DJR~I/REÜ Trierer
AN/REISn anreisen
DIN/DJN dienten
GDON/DJRA/BDRO/DUK/DJF kontraproduktiv
GRUND/SI/SHJE/RU+N Grundsicherung
HÄO/REÜ Hörer
AUF/DJEI/LU+N Aufteilung
MÜNS/DJEÜ/LAND Münsterland
BFE/ED Speed
SHMU/BHÄO Zubehör
FLAKʃn flachen
GN gen
OP/BDO/SI/DJO/NELn oppositionellen
UN/UM/GÄ+N/LIKʃ unumgänglich
GRIKʃn Griechen
JU/RA Jura
NAKʃ/RIKʃ/DJN/BD~O/DJAL Nachrichtenportal
RA/DAÜ Radar
NÜM/FW/HS VHS
DJO/DES/O+P/FEÜN Todesopfern
BDJEU/EÜ/DJE beteuerte
SDAMn/DN stammenden
F~O/GE/SLA/GNn vorgeschlagenen
GDLEI/NEM kleinem
RA/SAN/DJE rasante
AP/LÄUFD abläuft
DRI/GEND Dirigent
GA/RAN/DJI/EN Garantien
DREI/SIK dreißig
SDRUK/DJ~U+/WAN/DEL Strukturwandel
GHÄO/RIK gehörig
AÜK/DJIS Arktis
NEÜ/FWO/SI/DJÄ+D Nervosität
AN/GE/BFAN/DJE angespannte
AUS/DRÜKn ausdrücken
FEÜ/B~OKn verborgen
AP/FÄL/LE Abfälle
FAKʃ/MA+N Fachmann
HAL/LEÜ Haller
MAÜ+S/NAÜMn/BDAÜ/GDED Maßnahmenpaket
GDMA ca
DI/FWEÜ/SI/DJÄ+D Diversität
RÜK/RUF Rückruf
SD~Ü+S/DJN stürzten
UN/DJEÜ/NIMD unternimmt
BFAÜ/RE/RIN Pfarrerin
SLAÜK/AN/FAL Schlaganfall
WAÜ/DJE/SLA+Nn Warteschlangen
GLÜK/LI/SHJEÜ glücklicher
SIN/FWOL/LEÜ sinnvoller
DJÄ/DJI/GE tätige
FEÜ/SJI/DN verschieden
WÄO+D/LIKʃ wörtlich
GE/GDLAU+D geklaut
AD/FNs/SHMEID Adventszeit
BDJRAKʃ/DJEÜ Betrachter
BUN/DES/DJAÜKS/BDRÄ/SI/DE+ND Bundestagspräsident
GNE/RALS Generals
GDOM/MAN/DÄND Kommandant
DI/BDLO/MA/DJI/SJE diplomatische
EMP/FIND/LIKʃ empfindlich
GW~IKD gewirkt
SDA/DJ~U+ Statur
DJÜ/RE Türe
BLAS/DJND belastend
GÄO+S Götz
HEI/MAD/FEIN Heimatverein
NK/BDÄSn Engpässen
F~OD/GE/SRID/DJN fortgeschritten
GUNSD Gunst
N~O/MAL/FAL Normalfall
WAÜL/REKʃD Wahlrecht
AN/F~ÜLD anfühlt
GLAUP/HAFD glaubhaft
EISs/NA/SJEÜ Eisenacher
GO/BHJA/EÜ Gothaer
BDJNN/O/LE Ole
EIN/GE/GDAUFD eingekauft
LA/B~OS Labors
SELPSD/I/SO/LA/DJON Selbstisolation
BFA/SHM~I/GÄN/GE Spaziergänge
SDAÜ+D/BDLA+S Startplatz
AN/SHMU/SJAUn anzuschauen
BE/SLEU/NIK/DJE beschleunigte
BDA+Ss passe
FAP/RE/DED verabredet
SHMI+D/DJEÜN zittern
GRA/FW~I/REND gravierend
DJAK/DJʃn taktischen
FEL Fell
EIN/GRIKʃ/DJE/DJN eingerichteten
NI/DRÄOS/DJEÜ/REI/SJIʃn niederösterreichischen
BEÜ/F~ÜD überführt
AU/DJO/UN/FAL Autounfall
BDJNN/MEÜK Merck
SHMU/GEÜ Zuger
DA/SHMU/GHÄO/RIKn dazugehörigen
HEÜL Hehl
SDMU/DJRA Scuderia
AM/BU/LAN/DJE ambulante
BE/SDRAFn bestrafen
SMEÜ+SD schmerzt
BDIN/NE/BEÜK Pinneberg
AN/SDEÜ+D ansteht
EIN/SHMU/LEI/DJN einzuleiten
N/DES Endes
GE/SJÄFs/MO/DEL/LE Geschäftsmodelle
LK/H LKH
BDRO/FES/SO/RIN Professorin
GDÜNSD/LI/SHJEÜ künstlicher
WAÜL/LO/GDAL Wahllokal
MA/DJU/RA Matura
ROD Road
W~ON/WAÜKn Wohnwagen
SHJAN/SHJEN/LOS chancenlos
AU/DJO/RI/DJÄ+D Autorität
REs/DREI Reederei
SALS/B~UKS Salzburgs
AP/LÄO/SE/FREI ablösefrei
BDO/BDU/LÄÜ populär
SHMU/HÄOn zuhören
GDÄOLNS Kölns
DJA/GES/LIKʃD Tageslicht
UN/GE/BREMSD ungebremst
ÄOS/DJEÜ/REI/SHJI/SJEÜ österreichischer
AUS/DJRA/LI/NS Australiens
E+N/LANs Englands
FUN/DE Funde
REKʃs/SI/SHJEÜ/HEI+D Rechtssicherheit
EIN/SHMU/BRI+Nn einzubringen
JAÜ/RE/LAN/GE jahrelange
N~ID/RI/GEM niedrigem
EISn Eisen
GE/SED/SHMES/BDN/W~UF Gesetzesentwurf
SHMU/LAUF Zulauf
AP/GE/SLOS/Ss/Nn abgeschlossenen
EIN/GE/SAM/MELD eingesammelt
IS/LA/Mʃn islamischen
LE/GI/DJIM legitim
FWEÜ/DÄKʃ/DJIK verdächtig
FEÜ/SÄUMD versäumt
AN/NA/LE/NA Annalena
SJE/MI/GDA/LIn Chemikalien
D~I/BES/GU+D Diebesgut
NEU/LAND Neuland
SDE/WAÜ+D Stewart
AM/BI/DJO/N~I/DJN ambitionierten
AUS/GFAL/LE/NE ausgefallene
AUS/LAUFn/DN auslaufenden
FEÜ/BLEIPn verbleiben
SWEI/WÄO/SHJI/GE zweiwöchige
AP/FL~UK Abflug
AÜ/MED Ahmed
IM/BD~O/DJE Importe
SJUL/GDIN/DEÜ Schulkinder
SDRAÜ+Sn/BAÜNn Straßenbahnen
SDAM/DJE stammte
A/FRI/GDAS Afrikas
BUN/DES/SDAÜ/DJES Bundesstaates
FI/NA+NS/AUF/SIKʃD Finanzaufsicht
DJRI/BDO/LIS Tripolis
AUS/NUD/+Sn ausnutzen
BDRIN/SHJESs Princess
SJUL/GE/BÄU/DE Schulgebäude
FÄN/DE fände
GDON/GDRE/DJES konkretes
BDN/SJEI/DU+NS/DJRÄ/GEÜ Entscheidungsträger
GD~I/FEÜ Kiefer
SWIM/BÄ/DEÜ Schwimmbäder
WI/DEÜ/BFRÜ/SHJE Widersprüche
BAÜN/BEÜ/GA+N Bahnübergang
HEI/LU+N Heilung
DJEÜ/RI/DJO/RI/UM Territorium
BEI/SHMU/DJRAÜKn beizutragen
GE/BAND gebannt
WUN/DEÜ/BAn wunderbaren
BEÜ/GHN übergehen
FI/NAL/DJ~U+/N~I Finalturnier
GFÄÜ/DEÜ Gefährder
FO/NO/FJA Vonovia
I/RAÜ/GDI/SJE irakische
BDA+D/RI/SHJA Patricia
FWAN/DA/LIS/MUS Vandalismus
GDON/SEÜ/FWA/DJF konservativ
BE/S~OK/NIS Besorgnis
BE/SHM~IKS/GRIKʃD Bezirksgericht
FAÜ/REÜS Fahrers
GR~O+S/BRAND Großbrand
GDAUF/GDRAFD Kaufkraft
NEU/RE/GLU+N Neuregelung
SWE+ Schwelm
AUS/GHAN/DELD ausgehandelt
GE/SUN/DES gesundes
NEU+D/RAL neutral
SHMEUKD zeugt
AN/DJI/BJO/DJI/GDA Antibiotika
LEI/NE Leine
GDJ~I/GE/B~I+D Skigebiet
BÄOn Böen
FRÄ+N/F~U+s Frankfurts
GN/RES Genres
JU/RIS/DJIN Juristin
FWEÜ/SWÄO/RU+N Verschwörung
BE/DI+N/DJE bedingte
GDON/SDRUK/DJI/FWE konstruktive
BDO/GDE+/MON Pokémon
WI/DEÜ/BFRAKʃ widersprach
DMI/DJRI Dmitri
GE/SJÄFs/LEU/DJE Geschäftsleute
HOKʃ/HAUS Hochhaus
MAÜ/BAKʃ Marbach
FA/MLI/Ä/RE familiäre
DRAÜ+D Draht
GRUND/GE/SE+D/SHMES Grundgesetzes
SNID/SDEL/LE Schnittstelle
GNE/REL/LES generelles
BAÜN/FWEÜ/GDEÜ Bahnverkehr
BLI+S/SHMAÜD Blizzard
DJEU/EÜS/DJN teuersten
A+K/GDAUNs Accounts
ELn Ellen
NÜM/J/FWA JVA
MNÜ Menü
BDJNN/BDJA Pia
FW~O/RÄ/DJE Vorräte
IN/DUS/DJRI/ELn industriellen
SHMA/LAN/DO Zalando
DE/SI/GN~I/DJE designierte
GDEÜD/WN/DE Kehrtwende
SOM/MEÜ/BF~I/LE Sommerspiele
LÄOʃ/DJE löschte
WEKʃ/SELN/DN wechselnden
AP/WÄ/GU+N Abwägung
SAM/LEÜ Sammler
SJU/LU+Nn Schulungen
EÜ/MU/DJIKD ermutigt
GLÜF/DJED gelüftet
GE/SJÄ+S/DJE geschätzte
HAND/SJELn Handschellen
NESD/LE+ Nestlé
BFA/REÜ Sparer
AUF/GAÜ/BEI/DJED aufgearbeitet
FRAÜK/W~Ü/DIK fragwürdig
SWÄKʃn schwächen
BUN/RU/HIKD beunruhigt
HE/RAUS/GA/BE Herausgabe
MISD Mist
DJI/GDEÜ Ticker
SHJE/MI/SJE chemische
GRE+NSD grenzt
MO/RA/LIʃ moralisch
SI+S/BDLA+S Sitzplatz
LEÜN/DJEN lernten
UN/GFÄÜ/LIKʃ ungefährlich
AP/SIKʃ/DJN Absichten
DJRAM Tram
HE/REIN herein
NEIKn neigen
BDA/LÄIS Palace
BF~I/GELN spiegeln
BAIK Bike
FI/NA+NS/AUS/SJUSs Finanzausschuss
BDRÜ/FEÜ Prüfer
AP/DJRANS/BD~O/DJ~I+D abtransportiert
EIN/GLASn eingelassen
SÄMD/LI/SJEÜ sämtlicher
FL~ÜKn Flügen
HN/RIK Henrik
GDUL/DJ~U/SJAFn/DE Kulturschaffende
HEI/LIKn heiligen
LIN/GDEÜ linker
ES/BHJEÜ Esther
GDREI/SEL Kreisel
BDROS/DJI/DJU/DJON Prostitution
DJOKʃ/DJEÜ/GE/SEL/SJAFD Tochtergesellschaft
A/NO/NÄI/ME anonyme
RAN/DJE rannte
SDEKʃn stechen
WAN/DEÜ+D wandert
BRE+D Brett
GDLAÜKn/F~U/DJEÜ Klagenfurter
AUF/SDE/HN aufstehen
MO/NA/DJLA+Nn monatelangen
WEÜK/GE/BROKʃn weggebrochen
DJESn Thesen
HAUS/EI/GNn hauseigenen
SREIn schreien
FLIFn verliefen
SHMU/RÜK/BLIKn zurückblicken
AP/BIL/DU+N Abbildung
BE/GIN/NE beginne
RO/BEÜs Roberts
AP/GE/SJOSn abgeschossen
EÜ/SWEÜ/DJN erschwerten
RE/SHJEÜ/SHJ~I+D recherchiert
AU/DJO/BRAN/SHJE Autobranche
BDRÄI/NE/RIN Trainerin
WID/DJRU+N Witterung
EÜ/WAÜ/DJU+NS/GMÄÜ+S erwartungsgemäß
O/BEÜS/DJEÜ oberster
SOL/DJE+D solltet
IN/DJRAK/DJON Interaktion
GDRAFD/AKD Kraftakt
BDRO/SHMND/BDU+N/DJN Prozentpunkten
GDJLA/FWE/REI Sklaverei
FWEÜ/FEÜL/DJE verfehlte
BEÜ/REIKʃ/DJE überreichte
AP/RA/HAM Abraham
BUN/DES/AÜ/BEIs/MNIS/DJEÜ Bundesarbeitsminister
EÜSD/MEL/DU+N Erstmeldung
SLÄ/GEÜ Schläger
AUS/GDEÜND ausgedehnt
GE/SWEI/GE geschweige
OSD/DEUD/ʃn ostdeutschen
SLAÜK/AÜ/DJIK schlagartig
GNE/RAL/DREK/DJ~O Generaldirektor
GWEÜ/BE/SDEU/EÜ Gewerbesteuer
IN/FESD/MNs Investments
I/RA/NEÜ Iraner
GDA/SAKʃs/DJAN Kasachstan
BDA/DEÜ/B~O/NEÜ Paderborner
RU/DJ Rudy
FÄ/HIK fähig
GDREIn kreieren
AD/FNs/GDALn/DEÜ Adventskalender
SHMU/FLÄS/SIK/GDEID Zuverlässigkeit
BDJNN/ÄS/DJE Äste
GDMLANS Clans
BF~IL/BDRA/GDJIS Spielpraxis
BDN/FILn entfielen
FÄN/DN fänden
NAKʃ/GWISs/NE nachgewiesene
DJAUSn/DN tausenden
FWEÜ/BIND/LIKʃ verbindlich
SDRAU+S Strauß
NÜM/O+P OP
O/SHME/AN Ozean
DJO/DES/SHMAÜLn Todeszahlen
BF~ÜKʃ/DJE/DJE befürchtete
GEÜN/DJED geerntet
HAIN/DJEÜ/LEÜKD hinterlegt
IL/LE/GA/LEÜ illegaler
BRAF brav
JU/BELD jubelt
RAÜ rar
UN/SHMU/LÄS/SIK unzulässig
AN/FÄN/GEÜ Anfänger
GHE/GE Gehege
GDEMP/DJN Kempten
WE/SEÜ Weser
BDÄS/Ss Pässe
FWEÜ/SAND Versand
AM/BI/DJO/N~I/DJE ambitionierte
AUS/GW~IKD ausgewirkt
BE/SRI/BNn beschriebenen
FAÜ/GÄS/DJN Fahrgästen
HÜ/GEL Hügel
IN/I/DJA/DJ~O Initiator
GDOS/DJÜM Kostüm
MAIK Maik
RAIF/EISn Raiffeisen
FW~O/~O+D Vorort
HAIN/REI/SJND hinreichend
REI/NES reines
AS/BDEK/DJN Aspekten
GES/DJN Gesten
BFRE+N/SDOF Sprengstoff
A+D/DJA/GD~I/DJE attackierte
AUF/GLIS/DJED aufgelistet
BFRÜN/GE Sprünge
BHJI/LO Thilo
AP/Ln/Kn ablenken
GE/BDA+SD gepasst
I/RI/SJE irische
A/DJEM/SJU+S Atemschutz
BDJNN/AUF/SREI Aufschrei
MAN/GEL/WA/RE Mangelware
BOS/Ss Bosse
GELD/SDRAFn Geldstrafen
Ss/N/BDLAD/DJE Seenplatte
AL/GO/RI+D/MUS Algorithmus
RE/GALn Regalen
EÜ/BDRO+PD erprobt
LIN/DEÜN lindern
SREID schreit
WI+D/SHMIK witzig
BUKʃ/HOLS Buchholz
MRI/AM Miriam
SDAD/GMEIN/DE Stadtgemeinde
NÜM/US/B USB
AL/BHA/BE+D Alphabet
EIKn/DJUMS/W~O/NU+Nn Eigentumswohnungen
NÜM/G/BAI+D GByte
GE/GDLEI/DE+D gekleidet
GDLA+P/DJE klappte
GDLAÜ/GE/SDELD klargestellt
MLI/DJÄ/RIʃ militärisch
Ss/BDA/RAD separat
GDAÜ/DJON Karton
LEÜ/GDRÄF/DJN Lehrkräften
H~I/SI/GE hiesige
MAKʃ mach
FWEÜ/DJEIL/DJE verteilte
BF~I/LEÜS Spielers
AP/WEKʃ/SELND abwechselnd
BWUN/DEÜN bewundern
BDRO/FO/SHMIn provozieren
BFE/SHMI/FIʃn spezifischen
GDRAN/Kn/WAÜKn Krankenwagen
LEK/DJÜ/RE Lektüre
N~OM Norm
SDRAF/DJÄ/DJEÜ Straftäter
DJAUKʃ/DJN tauchten
SHMU/SAMn/GE/BROKʃn zusammengebrochen
BA/SEL/B~I/DJEÜ Baselbieter
W~ON/EIN/HEI/DJN Wohneinheiten
BA/S~I/REND basierend
AL/MA Alma
AUS/SHM~UK Auszug
LEÜ/BDEÜ/SONn Lehrpersonen
SHMEI+D/DRUK Zeitdruck
AN/SA+S/WEISs ansatzweise
AUS/BIL/DN ausbilden
AN/DJI/FA Antifa
AUS/DAU/EÜ Ausdauer
BKn/BAU/EÜ Beckenbauer
INn/RÄUMn Innenräumen
FW~O/HA+N Vorhang
FW~O/WEI/NAKʃs/SHMEI+D Vorweihnachtszeit
GDÄM/MREÜ Kämmerer
AP/SEÜ/BA/RE absehbare
AN/FALn anfallen
BFRA/GU+Nn Befragungen
GDA/BUL Kabul
L~I/DEÜN Liedern
BDOSs Posts
BHJRIL/LEÜ Thriller
MAÜKD/WEÜD Marktwert
MEs/DJI+NS Meetings
NÄ/HE/RE nähere
RE/NO/FW~I+D renoviert
D/HL DHL
EIN/GA+NS/DJ~Ü Eingangstür
F~Ü/BHJEÜ Fürther
DJRAÜK/WEI/DJE Tragweite
BAS/DJELN basteln
n/Nn rennen
GDLEI/NIK/GDEI/DJN Kleinigkeiten
REKʃs/GD~U+/FWE Rechtskurve
RÜK/MEL/DU+N Rückmeldung
DJO/RON/DJO Toronto
LEÜ+D lehrt
UN/WEI/GEÜ/LIKʃ unweigerlich
BRAN/DES Brandes
BUKʃ/HAND/LU+N Buchhandlung
H~IN Hirn
DJEKʃ/NO/LO/G~IS Technologies
EIKn/SDÄN/DI/GE eigenständige
FREUND/LI/SHJE freundliche
ESD/LAND Estland
GELD/BEU/DJEL Geldbeutel
NI/DEÜ/SLÄ/GE Niederschläge
BDJNN/RISn Riesen
SLÄÜKn Schlägen
WEÜ+D/BDA/BD~I/RE Wertpapiere
E/FO/LU/DJON Evolution
GE/SJÄFs/BDAÜ+D/NEÜ Geschäftspartner
JA/NEI/RO Janeiro
GDOPF/FLED/SHMU+Nn Kopfverletzungen
AUF/SHMU/LÄOSn aufzulösen
EIN/SDEL/LIKn einstelligen
NEU/WAÜKn Neuwagen
NO+D/FÄL/LE Notfälle
GFÄLʃ/DJE gefälschte
FMU/DJE/DJE vermutete
AN/DEÜN/~Os andernorts
BDA+S/W~O+D Passwort
FEÜ/DAKʃs/FÄLn Verdachtsfällen
EÜ/MÄOK/LI/SJE ermögliche
HE/RAUS/F~O/DEÜND herausfordernd
SJEUn scheuen
SJONn schonen
GRE+NS/SL~I/SU+Nn Grenzschließungen
LEID/LI/NIn Leitlinien
MÄ/DELS Mädels
BDRO/SHMESn Prozessen
FWEÜ/BRAU/SHJEÜ/SJÜ+D/SHMEÜ Verbraucherschützer
HAÜ+D/NÄ/GDIK hartnäckig
FEÜ/BO/DJNE verbotene
AP/WAS/SEÜ Abwasser
AM/NES/DJÄI Amnesty
HAILFs/BREID/SJAFD Hilfsbereitschaft
NAKʃ/BAÜ/LÄN/DEÜ Nachbarländer
DRA+Nn drangen
EIN/GE/BFAÜD eingespart
NÜM/GH+S GHz
GDA/DJA/SDROFn Katastrophen
BDJNN/RIK Rick
HAILF/LOS hilflos
SWI+ND schwingt
GDMON/DJROL/LEÜ Controller
BDRI/FWI/LEÜK Privileg
AN/SHMU/DJREFn anzutreffen
AUS/F~IL ausfiel
SD~ÜMn stürmen
EÜ/WEI/DJRU+Nn Erweiterungen
HOM/B~UK Homburg
IN/SOL/FE+NS/FWAL/DJEÜ Insolvenzverwalter
AN/BLA+ND anbelangt
BJO/LO/GIʃn biologischen
GDAL/GDU/L~I+D kalkuliert
GDOL/LEK/DJON Kollektion
WI+D/SHME Witze
AU/DJO/NOMn autonomen
FWOL/LES volles
BEÜ/DJREFn übertreffen
AP/SLUS/GDLASn Abschlussklassen
I/GDO/NE Ikone
LAN/DES/E/BNE Landesebene
O/BEÜ/HAUSs/NEÜ Oberhausener
OS/DJEÜ/SON/DJAÜK Ostersonntag
REÜK/DJE regte
UN/DJEÜ/SHMEIKʃ/Nn unterzeichnen
WEI/DJEÜ/SHMU/BDN/WI/GDELN weiterzuentwickeln
BEÜ/WIN/DU+N Überwindung
MO/BIL/DJLE/FON Mobiltelefon
S~I/GEL Siegel
DJ~Ü/GDI/SJEÜ türkischer
N~I/DEÜ/BÄI/EÜN Niederbayern
DJEM/BDO/RÄn temporären
FW~OFn verworfen
GDA/BHJED/RA/LE Kathedrale
F~O/BHALD Vorbehalt
AP/SDELn abstellen
EL/DJEÜN/HAUS Elternhaus
HÄO/HN/FL~UK Höhenflug
LI+NS/GD~U+/FWE Linkskurve
N~O/RIS Norris
AUS/NAÜMS/LOS ausnahmslos
GE/SLAFn geschlafen
S~Ü+Sn süßen
DJEU/EÜS/DJE teuerste
AN/SLUS/DJREF/FEÜ Anschlusstreffer
BEÜK/RED/DJU+N Bergrettung
EÜD/EÜ/WÄÜ/MU+N Erderwärmung
GDONS/DJAN/DJIN Konstantin
GDÜNS/DJE Künste
BDLÄ/DO/JEÜ Plädoyer
BD~OD/MON/NÄ Portemonnaie
SDÜKn Stücken
DRI+Nn dringen
SHMI/FWI/LE zivile
BEIN/DJRÄKʃ/DJI/GU+N Beeinträchtigung
FE/LI/BDE Felipe
GDREU/SHMU+NS/BREIKʃ Kreuzungsbereich
ME/DN/BRIKʃ/DJE Medienberichte
BDO/LI/SHMEI/SDA/DJON Polizeistation
SDJÄI/SHJO/LO/G~I Psychologie
SDAÜs/SJEFs Staatschefs
FEÜ/GESn/HEID Vergessenheit
S~Ü/SE süße
SJÜ+S/LIN/GE Schützlinge
BOP/AKʃ/DJE beobachte
WÄÜ/REND/DESn währenddessen
GDMON/DJESD Contest
BHJ~IL Thiel
SHMU/SAMn/HAL/DJN zusammenhalten
ÄO/GDO/SJS/DJEM Ökosystem
AK/DJO/NÄÜ Aktionär
GL~Ü/WEIN Glühwein
BFIL/GRÄD Spielgerät
DJEÜ/R~O/MLI+S Terrormiliz
F~UKʃD/BAÜ furchtbar
SREI/DJED schreitet
BHÄL/DJEÜ Behälter
BINn/MAÜKD Binnenmarkt
FAKʃ/BREIKʃ Fachbereich
OS/GDAÜ Oskar
AÜ/SJÄO/L~OKn Archäologen
GFÄÜD Gefährt
LEO/BDOLD Leopold
AP/RU+PD abrupt
AN/SDEKD ansteckt
GE/BIL/LIKD gebilligt
IS/LA/MIS/DJI/SJE islamistische
BFÄ/DJE späte
BLAÜ/GDE Blake
NÜM/DL/RK DLRG
GDEÜN/GE/SJÄFD Kerngeschäft
MLI/EU Milieu
BJO/LO/GI/SJE biologische
GDOM/MU/NA/LEÜ kommunaler
MA/RO/DE marode
BE/GDAND/HEID Bekanntheit
BDJNN/FO/DJO/GRA/FIn Fotografien
GE/BFEÜ+/DJN gesperrten
MO/DRA/DJN moderaten
SANFD sanft
FEÜ/DRÄ+Nn verdrängen
WAÜK/DJE wagte
AÜKn/DJUn Agenturen
E/DEÜ Eder
BRI/DJI/SJEÜ britischer
FNÜNF/DJKn vernünftigen
FW~I/EIN/HALP viereinhalb
AU/DJO/FAÜ/REÜN Autofahrern
HAÜ/FWÄI Harvey
SJUS/WAFn Schusswaffen
GDOM/MEÜ/SHMI/EL/LE kommerzielle
FEÜ/BALn verbalen
I/GEL Igel
BDJNN/I/SA/BEL Isabel
UN/GAÜNS Ungarns
SHMÄO/GEÜ/LIKʃ zögerlich
AS/DJRO/NAU/DJN Astronauten
BDA/RA/ME/DJEÜ Parameter
FLO/RE/NE verlorene
SHMU/GF~ÜKD zugefügt
GDO/BD~I Kopie
FLÄU/FE Verläufe
GD~IKʃ/LIKʃn kirchlichen
GDLE+D/DJEÜ+D klettert
GWEÜK/SJAF/DJEÜ Gewerkschafter
MÜ/DIK/GDEI+D Müdigkeit
RAs/BDRÄ/SI/DEND/SJAFD Ratspräsidentschaft
SWEÜ+D Schwert
BLEI/DIK/DJE beleidigte
EÜ/GA+D/DJEÜN ergattern
IN/DI/SJE indische
SHM~IL/F~Ü/REND zielführend
GÄO Guy
GDUL/DJ~U+/SHME/NE Kulturszene
DJÄOKʃ/DJEÜN Töchtern
JE/DEÜ/MA+N jedermann
FUL/DA Fulda
GELD/GE/BEÜ Geldgeber
RE/HA Reha
RE+ND/NE/RIN Rentnerin
SHMU/NIKʃ/DJE zunichte
GHALs/FEÜ/SHMIKʃD Gehaltsverzicht
SDAD/BDAÜK Stadtpark
UN/+Sn Unzen
EIN/BFAn einsparen
EÜ/BFAn ersparen
GRUND/SÄ+S/LIKʃn grundsätzlichen
AP/SJ~I/BU+N Abschiebung
SHJRIS/DJA Christa
GE/BFRÄKs Gesprächs
MO/DELS Models
O/LÄIM/BDJA/S~I/GEÜ Olympiasieger
RE/BELn Rebellen
WEÜKS/ELF Werkself
BDRÄ/SHMI/SI/ON Präzision
DA/HAIN/GHND dahingehend
EIN/GE/B~Ü+SD eingebüßt
EÜ/WAKʃ/Ss/NE erwachsene
REND rennt
ÄO/GDO/NO/M~I Ökonomie
BDJNN/HEIM/WEÜK Heimweg
MESn/GEÜ Messenger
FESD/GE/SRIPn festgeschrieben
UN/AP/DI+N/BAÜ unabdingbar
BIL/DU+NS/MNIS/DJRIN Bildungsministerin
HE/RAN/GHNS/WEISs Herangehensweise
NA/DJO/NAL/DJ~IM Nationalteam
WAL/GDEÜ Walker
SHMI/GA/RE+D/DJE Zigarette
BFOLKD befolgt
BDÄK/SJN Päckchen
BDRE/GDÄn prekären
GDON/DJAKD/BDEÜ/SON Kontaktperson
FWEÜ/BOs Verbots
BEÜK/BAÜNn Bergbahnen
FI/NA+NS/SHJEF Finanzchef
GLAS/GOF Glasgow
GDNO+PF Knopf
N+S/+S NZZ
O/BEÜSD/D~OF Oberstdorf
SRIFD Schrift
FW~O/DEÜS/DJEÜ vorderster
AN/L~I/GEÜ Anlieger
BAU/GE/B~I+D Baugebiet
LIN/DN/SDRAÜ/SE Lindenstraße
UN/NÄO/DJKn unnötigen
BO/LI/FIn Bolivien
FLÜ/GELS Flügels
SI/SJEÜ/HEIs/GDON/SHME+PD Sicherheitskonzept
GE/GDRAKʃD gekracht
BDJNN/BÄI/EÜ Beyer
GRE/MUMS Gremiums
WAL/LI/SEÜ Walliser
D~UKʃ/SHMI/HN durchziehen
IN/DI/SHMES Indizes
REKʃ/NU+NS/HOF Rechnungshof
DJESD/+Sn/DJRUM Testzentrum
EIN/GE/SRÄ+N/DJE eingeschränkte
IN/DESn indessen
SJÄ+S/DJE schätzte
LA/GRU+N Lagerung
BDO+D/DJEÜ Potter
BE/GDUN/DE+D bekundet
HEÜ+/LIKʃ herrlich
MEÜ/FA/SHJEÜ mehrfacher
SDn/Gn strengeren
FWEÜ/BFÄ/DJE+D verspätet
BDJRO/DJEKʃ/NIK Pyrotechnik
UN/DJEÜ/F~Ü/RU+N Unterführung
WE+D/DJEÜS Wetters
BE/SDIM/DJES bestimmtes
MU/DJI/GE mutige
BDOS/DJN posten
MLI+S Miliz
UM/FRA/GWEÜ/DJE Umfragewerte
